questions,answers,classes
劳资纠纷——我是一所苗圃希望小学校长。2000年我和原来校长交接班时校长让我吃住在校看护学校，让我种了学校操场以外的地块。学校让我出资栽了一圈儿树原则上让我看管，我为教师们提供工作便利，树见了效益后，为老师们提供一定的福利。数长大之前应该学校为我支出的费用学校由于学杂费亏损无能力支付一切由我自付。后来学校报了我栽树的款项。说学校不在付我看护学校的劳务费。我看管树，管理12年，那么树的归属权是谁的？,这并没有具体规定，只要与之协商一致即可。,员工权益
民工受伤赔偿问题——一中年男子，建筑工，在工地上干活不慎摔倒受伤，送至医院治疗，腰部上钢板，现在出院，验伤八级伤残，最近两年内重活不能干，要求公司赔偿，几经推脱。,如果与之协商不成，你们可以采取诉讼的方式维护自己的权利。,员工权益
驾驶员法定假日加班加点没有加班费.——海南人劳厅批准驾驶员法定日加班没有加班费。,如果没有证据证明你加班，这对你不利，你可以提起劳动仲裁，要求单位支付你加班费，同时，要求你单位出具相关的考勤记录。,员工权益
退休工人——新劳动法工龄补偿是怎么办的,如果是这样，你们可以找总公司来承担责任。,员工权益
盖房子被骗，十个月后老板找人威胁要钱——我盖房子时遇遇到了麻烦，今年二月的事了，大包的有合同，由于施工方偷工减料，在房子浇筑顶子时塌了，地基不够，里面用的砖全部是残次品，施工质量太差，盖完房子里面像个大深坑，一看才知道把我家石头都给用上了，太坑人了。工期还晚了，按合同最后一条，如果乙方买没有在约定日期内完工，赔偿事宜将由甲方定。竣工后找乙方验收质量，每次怎么找都不来。等我装修好了来了，说要尾款，当场质问他所有骗人的地方，最后说盖得这个房子我找人装修都没人愿意干，盖好的房子还要现找人填地基，像养鱼池。没让你赔就不错了。当时他说尾款不要了，但昨天找两个人到单位威胁我，说给两天时间尾款不给就去拆房子。还说当初写的合同时诈骗合同。是经过双方同意签署的合同怎么就诈骗了，我说让他们报警不报走了。我应该怎么处理，单位有录像。当时找他结账验收，打电话了发短信了，都不来，我这地方明年会拆迁，如果他拆我房子我该怎么办。,当然可以，而且他属于非法使用童工是违法的，你可向劳动监管部门投诉他。,员工权益
关于经济补偿——与用人单位协商一致解除合同，并提前一个月递交了辞职报告，请问是否有经济补偿？,建议你与项目部协商，并进行一定程度的变更。如果你们发现你们确实亏了，那么你们可以解除合同，同时，要求项目部支付工人工资。,员工权益
解难——五年在政府机关打工，月1200元，不给签合同、不给缴社保金。我怎么办?请律师帮助解难。,学校的职工，如果是按照学校的规定投资种的树，效益应当归学校，学校给职工发工资。,员工权益
工伤认定——父子二人在一起做建筑工。才去两天就在傍晚下班回家的路上。被违章驾驶的司机所驾驶的大货车给撞死了。明明知道是哪个建筑公司。但是那建筑公司就是不承认。请问有什么办法可以为二死者讨回公道呢。谢谢好心人。,公司无权停发你的工资，你可以向当地劳动监察部门投诉，或者直接向当地劳动仲裁委员会申请仲裁。,员工权益
企业强行职工提前内部退休合法吗——在此输入您要咨询的问题或要搜索的关键词企业强行职工提前内部退休合法吗！,你可以想当地劳动监察部门投诉，或者直接向劳动仲裁委员会申请仲裁。,员工权益
在单位摔伤骨折住院医药费应该谁来出——我母亲在一家清洁公司上班，被指派到银行负责银行的清洁工作，10月底有一天中午吃饭时，在打饭的过程中摔倒了，吃饭的地方就在银行的楼上，后来住院的费用都是自己出的，请问医药费用是否应该由公司来承担,需要先确认双方存在劳动关系，然后申请工伤认定，如果单位没有为你老公缴纳工伤保险，那么你们有权要求单位参照工伤保险标准赔偿损失。详情请咨询北京汉威律师事务所律师15101531731聂律师,员工权益
"在餐厅厨房工作七八年得了肺癌怎么办——我弟在一家品牌餐厅厨房工作七八年,现在查出得了肺癌晚期,他不抽烟不喝酒主要原因应该是因为长时间吸大量油烟导致,该怎么去讨回相应的赔偿?",建议与政府相关部门进行沟通，必要时可以通过诉讼途径维权。,员工权益
电视台用工不签合同——您好，我在湖北电视台工作，2010年进的台，一直到现在，都没有签订劳动合同。不仅仅是我一个人，整个湖北台有很多跟我一样情况的人，在台里干事干了几年，做一集电视节目就以开票报销的形势给你开一笔钱。长时间使用大量劳动力反而不跟大家签合同，这明显违背了劳动法。我们发放工资没有工资条，不打卡，就仅仅以一期节目多少钱为标准，然后让你交相应数额的发票，在把钱报下来以现金的形式发到我们的手上。不仅如此，对于我们这种没有编制的人，湖北台不给我们办理工作证，出入证也只办理临时的。每到逢年过节的时候，一些领导就会告诉我们，过段时间就有机会签人转正，但这一等两年多过去了，可以说签合同是遥遥无期。很多人都想反映这种情况，但又都怕反映出去后反而会丢掉工作。我们该如何维权？不仅是湖北台，我在网上查了一下，很多电视台都是这样的情况！这到底是为什么？,这种做法是违法的，即使是自动离职，20多年的工龄也不能不算工资。,员工权益
求助——我是苏州一个电子厂里的普通员工，在他们厂里上班忙的时候每天要加班到晚上10点多，而不忙的时候，他们就然我们下班，下班不但要扣我们的基本工资，而且还要扣我们的加班费，这样下来我们辛辛苦苦一个月下来工资都没有2000元，而且有时候星期天上班他们会说：星期天的班和下周一倒了（因为星期天算加班，而且一个小时比平时加班工资高一点），还有就是他们说的星期天都是算加班，但是如果我们有事星期天请假的话，他们又是全部基本工资处以30，我想问一下他们这样做合法吗？真心求助，希望你们能给与帮助，谢谢,你们企业改制过程中，应当对下岗员工进行进行一定的补偿，你们应当通过法律途径来维护自身合法权益。,员工权益
因工伤产生的劳务纠纷——本人今年与现所在公司达成工程安装协议，于今年七月份员工在施工过程中发生了安全事故，公司出面解决了事故医疗的治疗费和事后的补偿款。现在的问题是公司扣押了我剩余的工程款，不愿意支付给我。就这事我想咨询一下,这个法律上并没有规定，所以公司不能以任何名义乱收费用。,员工权益
